,name,salary,employer,info,site
381,Разработчик C++/ Python,,Газпром нефть,https://hh.ru/vacancy/49424322?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
382,Junior Data Analyst (with Python),,Genesis,https://hh.ru/vacancy/48914335?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
383,Pyth‎on Developer,,Циан,https://hh.ru/vacancy/44831727?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
384,Аналитик Python (senior),,ООО Диплей,https://hh.ru/vacancy/46711081?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
385,Разработчик C++/ Python,,Газпром нефть,https://hh.ru/vacancy/49424319?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
386,Разработчик Python (backend),"{'a_min_salary': 80000, 'b_max_salary': 150000, 'x_currency': 'руб'}","АО Точных Приборов, НИИ",https://hh.ru/vacancy/45157245?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
387,Python Software Engineer,,ООО ЧейнАртСофт,https://hh.ru/vacancy/49040006?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
388,Senior Python разработчик (PT Sandbox),,Positive Technologies,https://hh.ru/vacancy/49516377?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
389,Разработчик Python (Uma.Tech),,ООО Premier,https://hh.ru/vacancy/45319598?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
390,Python Developer (Middle/Senior),,Sibedge,https://hh.ru/vacancy/47901095?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
391,Python developer,,Improvado,https://hh.ru/vacancy/46705549?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
392,Python developer (Django),,Kokoc Group,https://hh.ru/vacancy/46201697?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
393,Senior Python Developer,,Hunt For You,https://hh.ru/vacancy/47794704?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
394,Senior Python Developer,,WILDBERRIES,https://hh.ru/vacancy/49433685?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
395,Senior Python Developer,,WILDBERRIES,https://hh.ru/vacancy/49433681?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
396,Инженер-программист Python,,ПАО Магнитогорский металлургический комбинат,https://hh.ru/vacancy/45398262?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
397,"Разработчик Python (Django (DRF), FastApi)",,"EGAR TECHNOLOGY, INC.",https://hh.ru/vacancy/49164988?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
398,Junior Python Developer (Analyst department),,Genesis,https://hh.ru/vacancy/48914819?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
399,Senior Python разработчик,,Positive Technologies,https://hh.ru/vacancy/49516423?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=19
400,Data Scientist,"{'a_min_salary': None, 'b_max_salary': 300000, 'x_currency': 'руб'}",ROKO Labs,https://hh.ru/vacancy/49354777?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
401,"Data Engineer (с опытом разработки Python, PHP, SQL)","{'a_min_salary': None, 'b_max_salary': 160000, 'x_currency': 'руб'}",Leads,https://hh.ru/vacancy/48224920?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
402,"Python, Django Middle developer",,InterPress - International House,https://hh.ru/vacancy/49458653?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
403,Программист Python Django,"{'a_min_salary': 140000, 'b_max_salary': 140000, 'x_currency': 'руб'}",Production IT,https://hh.ru/vacancy/49056411?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
404,Разработчик C++/ Python,,Газпром нефть,https://hh.ru/vacancy/49424321?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
405,Software Engineer (Python Developer),,"Right&Above, IT Company",https://hh.ru/vacancy/49371533?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
406,Программист Python,"{'a_min_salary': None, 'b_max_salary': 65000, 'x_currency': 'руб'}",ЭР-Телеком,https://hh.ru/vacancy/49328077?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
407,Python разработчик (Middle+/Senior),"{'a_min_salary': 200000, 'b_max_salary': 250000, 'x_currency': 'руб'}",ООО Строительный Двор,https://hh.ru/vacancy/45806688?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
408,Backend Developer (Python / Django),"{'a_min_salary': 100000, 'b_max_salary': 200000, 'x_currency': 'руб'}",PR Motion,https://hh.ru/vacancy/49353418?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
409,Big Data scientist,"{'a_min_salary': None, 'b_max_salary': 300000, 'x_currency': 'руб'}","Максимум, Автомобильный холдинг",https://hh.ru/vacancy/47102327?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
410,Senior Python Developer,,Andersen,https://hh.ru/vacancy/49586873?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
411,Python Developer,,Playrix,https://hh.ru/vacancy/48486991?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
412,Senior Python Developer,,Hunt For You,https://hh.ru/vacancy/47794705?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
413,"Разработчик Python (Django (DRF), FastApi)",,"EGAR TECHNOLOGY, INC.",https://hh.ru/vacancy/49164988?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
414,Python / Django разработчик,"{'a_min_salary': 100000, 'b_max_salary': 200000, 'x_currency': 'руб'}",Новая Школа,https://hh.ru/vacancy/49290374?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
415,Python разработчик Senior,"{'a_min_salary': 220000, 'b_max_salary': 270000, 'x_currency': 'руб'}",ООО Строительный Двор,https://hh.ru/vacancy/41541061?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
416,Разработчик Python,"{'a_min_salary': 120000, 'b_max_salary': 200000, 'x_currency': 'руб'}",ООО ЕВАППС,https://hh.ru/vacancy/49284807?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
417,"Data Engineer (DWH, Senior)","{'a_min_salary': None, 'b_max_salary': 450000, 'x_currency': 'руб'}",ООО РАБЛЗ,https://hh.ru/vacancy/48652402?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
418,Python developer Senior/Middle,"{'a_min_salary': 3000, 'b_max_salary': 5000, 'x_currency': 'USD'}",Кадровое агентство Алексея Сухорукова,https://hh.ru/vacancy/49273944?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
419,Разработчик Python,"{'a_min_salary': 120000, 'b_max_salary': 200000, 'x_currency': 'руб'}",ООО ЕВАППС,https://hh.ru/vacancy/49284497?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=20
420,Python Developer,,Andersen,https://hh.ru/vacancy/49291301?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
421,Python developer,,Scand,https://hh.ru/vacancy/49294706?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
422,Junior Python Developer,,Belitsoft,https://hh.ru/vacancy/49220529?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
423,Data Engineer / ML Engineer (Middle),"{'a_min_salary': None, 'b_max_salary': 350000, 'x_currency': 'руб'}",ООО РАБЛЗ,https://hh.ru/vacancy/42493119?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
424,Python senior developer / Старший Python-Разработчик,"{'a_min_salary': 250000, 'b_max_salary': None, 'x_currency': 'руб'}",BestDoctor,https://hh.ru/vacancy/47484744?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
425,Разработчик Python,,ООО Бэлл Интегратор,https://hh.ru/vacancy/49319158?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
426,Программист Python (работа над телеграм ботом),"{'a_min_salary': 30000, 'b_max_salary': 90000, 'x_currency': 'руб'}",ИП Соколов Михаил Игоревич,https://hh.ru/vacancy/49216968?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
427,Middle Python-разработчик,,VSEMAYKI.RU,https://hh.ru/vacancy/48307114?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
428,"Data Engineer / разработчик Python, PHP, SQL","{'a_min_salary': None, 'b_max_salary': 160000, 'x_currency': 'руб'}",Leads,https://hh.ru/vacancy/49368952?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
429,Python-разработчик в команду Compute,,Selectel,https://hh.ru/vacancy/49284806?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
430,Разработчик C++/ Python,,Газпром нефть,https://hh.ru/vacancy/49424317?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
431,Python developer,"{'a_min_salary': 200000, 'b_max_salary': 340000, 'x_currency': 'руб'}",ProfiStaff,https://hh.ru/vacancy/49228210?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
432,Python разработчик в SberDevices (Виртуальный персонаж),,Сбер. IT,https://hh.ru/vacancy/49283825?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
433,Python Developer (middle),,A-hiring,https://hh.ru/vacancy/49313839?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
434,Big Data scientist,"{'a_min_salary': None, 'b_max_salary': 300000, 'x_currency': 'руб'}","Максимум, Автомобильный холдинг",https://hh.ru/vacancy/47102327?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
435,Python Developer,,Wisebits,https://hh.ru/vacancy/49317531?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
436,"Data Engineer / разработчик Python, PHP, SQL","{'a_min_salary': None, 'b_max_salary': 160000, 'x_currency': 'руб'}",Leads,https://hh.ru/vacancy/49368945?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
437,Full-stack Python Developer,,Playgendary,https://hh.ru/vacancy/48889889?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
438,Python-developer,"{'a_min_salary': 95000, 'b_max_salary': 180000, 'x_currency': 'руб'}",Тензор,https://hh.ru/vacancy/46690324?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
439,Разработчик Python/Django,"{'a_min_salary': 90000, 'b_max_salary': 150000, 'x_currency': 'руб'}",ООО ДЖАСТ ВОРК,https://hh.ru/vacancy/49262006?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=21
440,Data Scientist (Machine Learning Engineer),,"EVA, Линия магазинов",https://hh.ru/vacancy/48946600?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
441,Разработчик ИСУ (SQL/Python),,Сбер для экспертов,https://hh.ru/vacancy/49241223?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
442,Python Middle Developer,,Itransition,https://hh.ru/vacancy/44401070?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
443,Программист Python,"{'a_min_salary': 50000, 'b_max_salary': None, 'x_currency': 'руб'}",АО Коммерческий банк «Хлынов»,https://hh.ru/vacancy/49223811?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
444,Программист Python,,Spacecode,https://hh.ru/vacancy/49286073?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
445,Python Developer (Pulse Team) /remote,"{'a_min_salary': 220000, 'b_max_salary': None, 'x_currency': 'руб'}",Semrush,https://hh.ru/vacancy/46357350?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
446,Python разработчик,"{'a_min_salary': 2200, 'b_max_salary': None, 'x_currency': 'USD'}",ООО Orion Alliance B.V.,https://hh.ru/vacancy/49179568?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
447,Backend developer Python/Django,"{'a_min_salary': 80000, 'b_max_salary': 80000, 'x_currency': 'руб'}",Leads,https://hh.ru/vacancy/49368345?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
448,Python developer в научный отдел,,ООО БОСТОНДЖИН,https://hh.ru/vacancy/49192149?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
449,Junior Python developer в автоматизированное тестирование,,ООО «Баланс-Платформа»,https://hh.ru/vacancy/49129992?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
450,Data Engineer,"{'a_min_salary': None, 'b_max_salary': 300000, 'x_currency': 'руб'}","Hi, Rockits!",https://hh.ru/vacancy/48887850?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
451,Full-stack Python Developer,,Playgendary,https://hh.ru/vacancy/47912321?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
452,Data Engineer,"{'a_min_salary': 160000, 'b_max_salary': None, 'x_currency': 'руб'}",ПартКом,https://hh.ru/vacancy/46267724?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
453,Python Developer (middle),,A-hiring,https://hh.ru/vacancy/49313842?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
454,Python Developer,"{'a_min_salary': 100000, 'b_max_salary': 150000, 'x_currency': 'руб'}",ООО АСГ Компьютерное Зрение,https://hh.ru/vacancy/49213601?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
455,Python/Django разработчик,"{'a_min_salary': 1900, 'b_max_salary': 2700, 'x_currency': 'USD'}",Floship Ltd,https://hh.ru/vacancy/49184490?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
456,Junior Python developer,,Soft IT,https://hh.ru/vacancy/49264295?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
457,Python-разработчик,,Сбер. IT,https://hh.ru/vacancy/49219237?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
458,Python Developer (middle),,A-hiring,https://hh.ru/vacancy/49313840?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
459,Python разработчик,,СберЗдоровье,https://hh.ru/vacancy/49193083?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=22
460,Full stack Python,,ПАО БАНК УРАЛСИБ,https://hh.ru/vacancy/46754461?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
461,QA engineer (Data + Python),"{'a_min_salary': 250000, 'b_max_salary': None, 'x_currency': 'руб'}",Exness,https://hh.ru/vacancy/45783106?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
462,Python-developer,,Auriga,https://hh.ru/vacancy/49229544?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
463,Backend developer (Python),"{'a_min_salary': 150000, 'b_max_salary': 300000, 'x_currency': 'руб'}",The Head,https://hh.ru/vacancy/48325600?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
464,Senior Python developer - STASIS,"{'a_min_salary': 4000, 'b_max_salary': 5000, 'x_currency': 'EUR'}",EXANTE,https://hh.ru/vacancy/49186547?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
465,Python Developer,,First Line Software,https://hh.ru/vacancy/48300722?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
466,Python-разработчик,,Noveo,https://hh.ru/vacancy/49165135?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
467,Python разработчик (удаленно),"{'a_min_salary': 100000, 'b_max_salary': 180000, 'x_currency': 'руб'}",TR Agency,https://hh.ru/vacancy/49128678?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
468,Программист Python,"{'a_min_salary': 115000, 'b_max_salary': 220000, 'x_currency': 'руб'}",Тензор,https://hh.ru/vacancy/46690500?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
469,Python Developer,,ООО Национальная Билетная Система,https://hh.ru/vacancy/49144323?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
470,Python Full Stack Developer,"{'a_min_salary': 200000, 'b_max_salary': 350000, 'x_currency': 'руб'}",GRI,https://hh.ru/vacancy/48571444?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
471,Python программист (MaxPatrol 10),,Positive Technologies,https://hh.ru/vacancy/49187010?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
472,Fullstack JS/Python разработчик,"{'a_min_salary': None, 'b_max_salary': 3000, 'x_currency': 'EUR'}",IT_Selection,https://hh.ru/vacancy/49211839?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
473,"Data Engineer (с опытом разработки Python, PHP, SQL)","{'a_min_salary': 150000, 'b_max_salary': 180000, 'x_currency': 'руб'}",Leads,https://hh.ru/vacancy/49014611?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
474,Ведущий Python разработчик бекенда систем управления флотом,"{'a_min_salary': None, 'b_max_salary': 350000, 'x_currency': 'руб'}",ООО Эвокарго,https://hh.ru/vacancy/46177959?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
475,Python developer,"{'a_min_salary': 450000, 'b_max_salary': None, 'x_currency': 'руб'}",Город Иннополис,https://hh.ru/vacancy/49042182?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
476,"Разработчик Python (Django), JavaScript (React)","{'a_min_salary': 180000, 'b_max_salary': 200000, 'x_currency': 'руб'}",ООО ИЦ АЙ-ТЕКО,https://hh.ru/vacancy/49115713?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
477,Data Scientist,,АО Казахтелеком,https://hh.ru/vacancy/48508947?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
478,Middle Python Developer,,Admitad,https://hh.ru/vacancy/45182986?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
479,QA Automation (Python/WEB),,"МАГНИТ, Розничная сеть",https://hh.ru/vacancy/49207069?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=23
480,Data Engineer (Python),"{'a_min_salary': None, 'b_max_salary': 100000, 'x_currency': 'руб'}",ООО Шварцтхаль Тех,https://hh.ru/vacancy/49115659?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=24
481,Разработчик Middle Java/Python (удаленка),"{'a_min_salary': None, 'b_max_salary': 250000, 'x_currency': 'руб'}",Wanted,https://hh.ru/vacancy/49087104?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=24
482,Python developer,"{'a_min_salary': 120000, 'b_max_salary': 300000, 'x_currency': 'руб'}",ООО Глобальные праздники,https://hh.ru/vacancy/49318525?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=24
483,Программист Python,"{'a_min_salary': None, 'b_max_salary': 200000, 'x_currency': 'руб'}",INNOVA GROUP,https://hh.ru/vacancy/47717493?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=24
484,"Data Engineer / разработчик Python, PHP, SQL","{'a_min_salary': None, 'b_max_salary': 160000, 'x_currency': 'руб'}",Leads,https://hh.ru/vacancy/49368831?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=24
485,Junior Разработчик Java / Python,"{'a_min_salary': 70000, 'b_max_salary': 90000, 'x_currency': 'руб'}",Robis merger,https://hh.ru/vacancy/48826602?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=24
486,Middle/Senior Python-разработчик в команду Добычи данных,,2ГИС,https://hh.ru/vacancy/47616458?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=24
487,Ведущий программист Python,"{'a_min_salary': 225000, 'b_max_salary': None, 'x_currency': 'руб'}",Тензор,https://hh.ru/vacancy/37248482?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=24
488,"Разработчик Python (Middle, Senior)",,NGENIX,https://hh.ru/vacancy/49146694?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=24
