,name,salary,employer,info,site
157,"Backend developer (Go,Python)",,Angara Technologies Group,https://hh.ru/vacancy/49687641?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
158,Программист Python,"{'a_min_salary': None, 'b_max_salary': 150000, 'x_currency': 'руб'}",ООО Неовокс Технологии,https://hh.ru/vacancy/47109333?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
159,Python Developer,,Ridex GmbH,https://hh.ru/vacancy/48356856?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
160,Junior Data Engineer,,SocialTech,https://hh.ru/vacancy/49514879?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
161,Python developer,,Digital Security,https://hh.ru/vacancy/48772710?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
162,Python Developer (Customization Blitz),,"Wargaming, Moscow",https://hh.ru/vacancy/47898759?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
163,Python developer,,UserGate,https://hh.ru/vacancy/48641191?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
164,Python Developer,,Девхаб,https://hh.ru/vacancy/39892371?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
165,Python разработчик,,ПИК-БРОКЕР,https://hh.ru/vacancy/48934640?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
166,Junior Python Developer (Remote),,Cloud Linux,https://hh.ru/vacancy/49547721?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
167,Backend разработчик (Python),"{'a_min_salary': 170000, 'b_max_salary': 250000, 'x_currency': 'руб'}",Tevian (ООО Технологии видеоанализа),https://hh.ru/vacancy/47176790?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
168,Python Developer (Flask),,Nitka Technologies,https://hh.ru/vacancy/49694244?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
169,Программист-математик/ алгоритмист (США),"{'a_min_salary': None, 'b_max_salary': 7000, 'x_currency': 'USD'}",ООО Parascript,https://hh.ru/vacancy/49168912?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
170,Python-разработчик,"{'a_min_salary': 80000, 'b_max_salary': None, 'x_currency': 'руб'}",JetStyle,https://hh.ru/vacancy/48578143?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
171,Backend-разработчик (Python) (УДАЛЁННО),"{'a_min_salary': 150000, 'b_max_salary': None, 'x_currency': 'руб'}",ГК TFN,https://hh.ru/vacancy/47620559?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
172,Разработчик Python,,АО ИнфоТеКС,https://hh.ru/vacancy/47382594?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
173,"Программист Python/Машинное обучение, компьютерное зрение",,Иксван,https://hh.ru/vacancy/49199700?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
174,Python Developer,"{'a_min_salary': None, 'b_max_salary': 300000, 'x_currency': 'руб'}",ООО Ньюком Дистрибьюшн,https://hh.ru/vacancy/48715724?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
175,Разработчик python (Middle/Senior),,Eqvanta,https://hh.ru/vacancy/49525394?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
176,Python Developer,,ТОО InformConsulting,https://hh.ru/vacancy/49630281?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
177,Python (Django) Backend developer,"{'a_min_salary': None, 'b_max_salary': 270000, 'x_currency': 'руб'}",evrone.ru,https://hh.ru/vacancy/49139962?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
178,Python backend-developer,"{'a_min_salary': 60000, 'b_max_salary': None, 'x_currency': 'руб'}",Интерсвязь,https://hh.ru/vacancy/49629596?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
179,Back-end разработчик (Python),,ООО Юникорн,https://hh.ru/vacancy/43325863?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=8
180,Backend-программист (Python) в РГБ,"{'a_min_salary': 140000, 'b_max_salary': 150000, 'x_currency': 'руб'}",Российская государственная библиотека,https://hh.ru/vacancy/49233233?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
181,Backend разработчик Python,,Билайн,https://hh.ru/vacancy/49149963?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
182,Middle / Senior Python developer,,4Service,https://hh.ru/vacancy/49386119?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
183,Middle / Senior Python Developer,,ООО 4bill,https://hh.ru/vacancy/49371439?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
184,Программист разработчик на Python,"{'a_min_salary': 110000, 'b_max_salary': 160000, 'x_currency': 'руб'}","ГРЧЦ, ФГУП",https://hh.ru/vacancy/48959792?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
185,Python разработчик middle\senior,,Уральский центр систем безопасности,https://hh.ru/vacancy/48282023?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
186,Python developer (Ds направление),,Домклик,https://hh.ru/vacancy/45811421?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
187,Middle/Senior Python Developer,"{'a_min_salary': 130000, 'b_max_salary': 220000, 'x_currency': 'руб'}",Scalable Solutions,https://hh.ru/vacancy/48110806?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
188,Python Developer,,ООО СолбегСофт,https://hh.ru/vacancy/46331257?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
189,Python разработчик,"{'a_min_salary': 230000, 'b_max_salary': None, 'x_currency': 'руб'}",Ассоциация IPChain,https://hh.ru/vacancy/49226749?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
190,Исследователь-разработчик на Python | Яндекс.Толока,,Яндекс,https://hh.ru/vacancy/47448619?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
191,Ведущий Python разработчик,,Группа Самолет,https://hh.ru/vacancy/49252297?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
192,Senior Python Developer,,iTechArt Group,https://hh.ru/vacancy/49666907?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
193,Ведущий Python разработчик,,Билайн,https://hh.ru/vacancy/49218689?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
194,Бэкенд разработчик Python / SAAS про UGC,"{'a_min_salary': 150000, 'b_max_salary': None, 'x_currency': 'руб'}",Aplaut,https://hh.ru/vacancy/49381554?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
195,Middle Python / Golang developer,,SberAutoTech,https://hh.ru/vacancy/49668829?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
196,Django/Rest Framework Backend Developer,"{'a_min_salary': 2400, 'b_max_salary': 5000, 'x_currency': 'USD'}",Гусаревич Константин Александрович,https://hh.ru/vacancy/49692721?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
197,"Senior QA Automation Engineer в AI-стартап (Python, API)","{'a_min_salary': 180000, 'b_max_salary': 300000, 'x_currency': 'руб'}","Intento, Inc.",https://hh.ru/vacancy/49068635?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
198,Сетевой инженер - разработчик Python,,"САТЕЛ, Группа компаний",https://hh.ru/vacancy/48361232?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
199,Middle Python Developer,,NIX,https://hh.ru/vacancy/49437929?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=9
200,Middle Python/Django Developer,,ООО СМ,https://hh.ru/vacancy/42866533?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
201,Разработчик Python,,"Accel Club, Inc",https://hh.ru/vacancy/49110146?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
202,Python разработчик,,"585, Холдинг",https://hh.ru/vacancy/46972768?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
203,Python Developer Middle/Senior,"{'a_min_salary': 140000, 'b_max_salary': 220000, 'x_currency': 'руб'}",ООО ВАТСОН,https://hh.ru/vacancy/48343623?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
204,Junior Python Developer [Remote],,Cloud Linux,https://hh.ru/vacancy/49547833?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
205,Backend Engineer Python Developer,,Myna Labs,https://hh.ru/vacancy/49125849?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
206,Django / Python разработчик,,ООО СкайДНС,https://hh.ru/vacancy/49263144?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
207,Middle Python Developer,"{'a_min_salary': 120000, 'b_max_salary': 160000, 'x_currency': 'руб'}",ООО АпТрейдер (UpTrader),https://hh.ru/vacancy/48217660?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
208,Разработчик ботов (Python & JS),,Pyrus,https://hh.ru/vacancy/47604314?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
209,Python Middle Developer,,Itransition,https://hh.ru/vacancy/42512320?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
210,Middle/Senior Python Developer,"{'a_min_salary': 130000, 'b_max_salary': 220000, 'x_currency': 'руб'}",Scalable Solutions,https://hh.ru/vacancy/48110816?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
211,Python Developer (Flask),,Nitka Technologies,https://hh.ru/vacancy/47739392?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
212,Программист Backend/Python,,ООО ТЛ Групп,https://hh.ru/vacancy/48850591?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
213,Backend developer (Python),,ООО Константа,https://hh.ru/vacancy/48725584?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
214,Python-разработчик / Middle/Senior/TechLead,,KODE,https://hh.ru/vacancy/44912401?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
215,Senior Python developer,"{'a_min_salary': 200000, 'b_max_salary': 250000, 'x_currency': 'руб'}",NETRIKA,https://hh.ru/vacancy/43455147?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
216,Data Engineer,"{'a_min_salary': 3000, 'b_max_salary': None, 'x_currency': 'USD'}",App in the Air,https://hh.ru/vacancy/49255493?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
217,Python Developer,,SWAN Software Solutions,https://hh.ru/vacancy/48255280?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
218,Senior Python Разработчик,,Softline,https://hh.ru/vacancy/48544385?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
219,Python-разработчик,,Creonit,https://hh.ru/vacancy/49154632?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=10
220,Data Engineer,"{'a_min_salary': 3000, 'b_max_salary': None, 'x_currency': 'USD'}",App in the Air,https://hh.ru/vacancy/49255493?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
221,Junior Python Developer (Remote),,Cloud Linux,https://hh.ru/vacancy/49573145?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
222,Python разработчик (Middle/Senior),"{'a_min_salary': 180000, 'b_max_salary': 350000, 'x_currency': 'руб'}",ООО 9 Панд,https://hh.ru/vacancy/49353468?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
223,Backend Python Developer,,ООО Тикетсклауд,https://hh.ru/vacancy/49553779?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
224,Data Engineer (Python),,Тинькофф,https://hh.ru/vacancy/49565476?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
225,Разработчик Python,,ГКУ Инфогород,https://hh.ru/vacancy/49547840?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
226,Junior Python Developer [Remote],,Cloud Linux,https://hh.ru/vacancy/49547956?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
227,Python Developer,,SWAN Software Solutions,https://hh.ru/vacancy/48255274?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
228,Разработчик Python,"{'a_min_salary': 90000, 'b_max_salary': 180000, 'x_currency': 'руб'}",The Head,https://hh.ru/vacancy/42905077?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
229,"Web-разработчик (React, Python)","{'a_min_salary': 800, 'b_max_salary': 3000, 'x_currency': 'USD'}",BeeJee,https://hh.ru/vacancy/45795577?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
230,Senior Python developer,,Global Staff,https://hh.ru/vacancy/49051077?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
231,Python-разработчик,,Creonit,https://hh.ru/vacancy/49154632?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
232,Senior Python Developer в международную систему доставки (удаленно),"{'a_min_salary': None, 'b_max_salary': 4000, 'x_currency': 'EUR'}",Кадровое агентство Алексея Сухорукова,https://hh.ru/vacancy/49579040?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
233,Python Developer (for Big Data training),,Grid Dynamics,https://hh.ru/vacancy/48913589?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
234,Senior Backend Python Developer команда SpeechKit (MTS AI),"{'a_min_salary': 200000, 'b_max_salary': None, 'x_currency': 'руб'}","ПАО «МТС», IT",https://hh.ru/vacancy/49254587?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
235,Junior Python Developer,,uHome,https://hh.ru/vacancy/49519210?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
236,Junior Python developer,"{'a_min_salary': 30000, 'b_max_salary': 70000, 'x_currency': 'руб'}",Bcraft,https://hh.ru/vacancy/49502924?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
237,Junior Python Developer,,Improvado,https://hh.ru/vacancy/47166938?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
238,Python разработчик,,Finbridge,https://hh.ru/vacancy/49580448?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
239,Junior Python Developer (Remote),,Cloud Linux,https://hh.ru/vacancy/49547751?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=11
240,Python developer (удаленная работа),"{'a_min_salary': 35000, 'b_max_salary': 80000, 'x_currency': 'руб'}",Хрипунова Мария Геннадьевна,https://hh.ru/vacancy/49557937?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
241,Python разработчик,,"585, Холдинг",https://hh.ru/vacancy/46972769?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
242,Python Developer,,Artezio,https://hh.ru/vacancy/47288057?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
243,Middle Python Developer,,ScrumLaunch,https://hh.ru/vacancy/48041427?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
244,Python Developer,,SWAN Software Solutions,https://hh.ru/vacancy/48255313?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
245,Python Developer,,ООО Перфект Арт,https://hh.ru/vacancy/49632753?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
246,Backend Python Developer,,ООО Тикетсклауд,https://hh.ru/vacancy/49553779?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
247,Python Developer,,SWAN Software Solutions,https://hh.ru/vacancy/48255281?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
248,Junior Python developer,"{'a_min_salary': 30000, 'b_max_salary': 70000, 'x_currency': 'руб'}",Bcraft,https://hh.ru/vacancy/49502923?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
249,Middle Python-разработчик,,ООО Axmit,https://hh.ru/vacancy/49216263?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
250,Python Senior/TL,,ООО Неро Электроникс,https://hh.ru/vacancy/48974281?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
251,Старший разработчик Python,,АО РТИ,https://hh.ru/vacancy/42772685?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
252,Python developer,,ООО Цифровые Банковские Платформы,https://hh.ru/vacancy/49010529?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
253,Python developer,,Colvir Software Solutions,https://hh.ru/vacancy/48934894?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
254,Senior Python Developer,"{'a_min_salary': 150000, 'b_max_salary': 250000, 'x_currency': 'руб'}",ООО Интеллектуальные Продукты,https://hh.ru/vacancy/47642650?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
255,Ведущий программист C/C++ - Python,"{'a_min_salary': 200000, 'b_max_salary': 300000, 'x_currency': 'руб'}",ООО Эйч-Эль-Эль,https://hh.ru/vacancy/49507540?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
256,"Программист-разработчик (Java, Python)",,ООО Геффен,https://hh.ru/vacancy/49579721?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
257,Программист-разработчик middle Python,"{'a_min_salary': 100000, 'b_max_salary': None, 'x_currency': 'руб'}",ООО Мелдана,https://hh.ru/vacancy/49397085?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
258,QA Automation (python),,A-hiring,https://hh.ru/vacancy/49583956?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
259,Data Scientist,"{'a_min_salary': 220000, 'b_max_salary': None, 'x_currency': 'руб'}",Borzo,https://hh.ru/vacancy/48484869?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=12
260,Программист Python,"{'a_min_salary': 3500, 'b_max_salary': None, 'x_currency': 'USD'}",Alao,https://hh.ru/vacancy/49267520?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
261,Python-разработчик в команду Machine Learning,,Центр финансовых технологий,https://hh.ru/vacancy/45548066?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
262,Backend developer (Python),,ООО Константа,https://hh.ru/vacancy/48725584?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
263,Server Programmer (Python),,Wargaming St. Petersburg (Lesta Studio),https://hh.ru/vacancy/49414673?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
264,Старший Программист Python (Senior/Middle),"{'a_min_salary': 2500, 'b_max_salary': None, 'x_currency': 'USD'}",ООО Телеком-ВИСТ,https://hh.ru/vacancy/49065104?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
265,Python developer,"{'a_min_salary': 3500, 'b_max_salary': None, 'x_currency': 'USD'}",Alao,https://hh.ru/vacancy/49374573?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
266,Разработчик автотестов Python,,Nexign (АО «Нэксайн»),https://hh.ru/vacancy/49544353?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
267,Python разработчик,,ЛАНИТ-ТЕРКОМ,https://hh.ru/vacancy/49517086?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
268,Программист Python (Webscanner),,Positive Technologies,https://hh.ru/vacancy/49516364?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
269,Junior Python developer,,Luxoft,https://hh.ru/vacancy/49353633?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
270,Разработчик Python (Senior),,ООО Страховая компания «Сбербанк страхование»,https://hh.ru/vacancy/44811190?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=13
